[ 14059]
[succeeds, 1]
[success 3]
[success, 1]
[success. 1]
[successes 1]
[successful 9]
[successful. 2]
[successful; 1]
[successfully 17]
[successfully, 1]
[succession 2]
[successive 22]
[successively 3]
[successor 1]
[successors. 1]
[such 337]
[such, 1]
[suffered 1]
[suffice 3]
[suffice. 3]
[suffices 2]
[sufficient 39]
[sufficient. 1]
[sufficiently 11]
[suffix 1]
[sugai, 1]
[suggest 10]
[suggest, 1]
[suggested 41]
[suggested, 1]
[suggested. 16]
[suggesting 3]
[suggestion 1]
[suggestions 14]
[suggests 24]
[suit 1]
[suitability 1]
[suitable 47]
[suitably 5]
[suite. 1]
[suited 18]
[sullenberger, 1]
[sullins, 1]
[sullivan, 1]
[sum 26]
[sum, 2]
[sum. 1]
[sum{|ei|}) 1]
[sum{cipi, 1]
[sum{w[i]r[ij]} 1]
[sumador 3]
[summarize 1]
[summarized 7]
[summarized, 1]
[summarized. 6]
[summarizes 2]
[summarizing 3]
[summary 16]
[summation 12]
[summation, 7]
[summed 1]
[summer 2]
[summing 4]
[sums 15]
[sums, 3]
[sun 1]
[sunnyvale, 1]
[superb, 1]
[superbly 1]
[superclass 1]
[superdiagonals 1]
[superelevation 1]
[superfluous 1]
[superimposed 4]
[superior 26]
[superior, 1]
[superior. 1]
[superiority 3]
[superiority. 1]
[superscale 1]
[superscripting. 1]
[superscripts 1]
[supervises 1]
[supervision 1]
[supervision, 1]
[supervisor 10]
[supervisor) 1]
[supervisor, 3]
[supervisor. 1]
[supervisors, 4]
[supervisory 8]
[supplement 3]
[supplemental 1]
[supplementary 1]
[supplemented 3]
[supplied 7]
[supplied.extension 1]
[supplies 3]
[supply 6]
[supplying 1]
[support 24]
[support, 2]
[supported 9]
[supporting 7]
[supportive 1]
[supports 1]
[supposed 6]
[supposedly 2]
[supposition 1]
[suppression 1]
[sure 3]
[surface 55]
[surface, 2]
[surface. 1]
[surface-defining 1]
[surfaces 13]
[surfaces, 3]
[surfaces. 3]
[surge: 1]
[surpass 1]
[surprisingly 5]
[surprisingly, 1]
[surrendering 1]
[surrounded 1]
[surrounding 2]
[survey 38]
[survey, 1]
[surveyed, 1]
[surveyed. 2]
[surveys 5]
[surveys, 1]
[susceptibility 1]
[suspect. 1]
[suspected 1]
[suspended 1]
[suspending 2]
[suspension) 1]
[suspicions 1]
[sussenguth 2]
[sussenguth's 2]
[sutherland, 4]
[sutton, 1]
[suzuki, 1]
[swanson, 1]
[swap 5]
[swap. 1]
[swapped 1]
[swapping 6]
[swaps 2]
[sward, 1]
[sweep 1]
[sweep. 1]
[sweet, 1]
[swell 1]
[swenson, 1]
[swept 4]
[swift, 2]
[swinehart, 1]
[switch 5]
[switch, 1]
[switches. 1]
[switching 15]
[switching, 7]
[switching. 1]
[swym 1]
[sydney, 2]
[sydow, 1]
[syllabic 1]
[sylvania 1]
[sylvester's 1]
[symbiosis 1]
[symbol 49]
[symbol, 1]
[symbol. 1]
[symbolic 73]
[symbolically 2]
[symbolically, 1]
[symbols 36]
[symbols) 1]
[symbols, 3]
[symbols," 1]
[symbols. 3]
[symbol-table 1]
[syminv2 4]
[symmetric 58]
[symmetric, 2]
[symmetrical 2]
[symmetrically 1]
[symmetry 3]
[symmetry, 1]
[symmetry. 1]
[symposium 7]
[synchronization 16]
[synchronization, 14]
[synchronization. 1]
[synchronize 2]
[synchronizing 9]
[synchronous 4]
[synchronously. 1]
[synchrony 1]
[synergistic 1]
[synge, 3]
[synonym 1]
[synonyms, 1]
[synonymy 1]
[synopsis 1]
[synopsis: 1]
[syntactic 67]
[syntactic, 1]
[syntactical 7]
[syntactically 5]
[syntactics 1]
[syntax 81]
[syntax, 14]
[syntax. 3]
[syntax-checking 1]
[syntax-directed 10]
[syntax-directed, 1]
[syntax-driven 3]
[syntaxes, 2]
[syntax-macro. 1]
[syntax-macros 1]
[syntax-oriented 1]
[synthesis 15]
[synthesis, 5]
[synthesize 3]
[synthesized 2]
[synthesizers 1]
[synthesizing 4]
[synthetic 13]
[syslo, 1]
[syslo,m. 1]
[system 940]
[system) 2]
[system). 1]
[system, 114]
[system. 125]
[system.	 1]
[system." 3]
[system/360 15]
[system/360, 1]
[system/360. 7]
[system/360-its 1]
[system/370 2]
[system: 1]
[system; 1]
[system-an 1]
[systematic 13]
[systematically 8]
[system-dependent 1]
[system-level 1]
[system-models 1]
[systems 427]
[system's 10]
[systems" 1]
[systems) 5]
[systems* 2]
[systems, 174]
[systems,processor 1]
[systems. 79]
[systems: 9]
[systems; 2]
[systems-according 1]
[systems-both 1]
[system-schedules 1]
[systems-conventions 1]
[systems-individual 1]
[systems-may 1]
[systems-similar 1]
[system-supplied 1]
[systemtems 1]
[system-the 1]
[system-whether 1]
[szymanski, 4]
[t 16]
[t" 1]
[t(0)]. 1]
[t(e) 1]
[t(i) 2]
[t(j). 1]
[t(l) 1]
[t, 5]
[t. 180]
[t.d. 1]
[t.f. 1]
[t.g. 1]
[t.j. 2]
[t.n. 1]
[t.t. 1]
[t=14, 1]
[t-1, 1]
[t-64 2]
[tab 5]
[table 109]
[table" 2]
[table, 24]
[table. 12]
[table:(1) 1]
[tableless 2]
[table-oriented 1]
[tables 110]
[tables) 1]
[tables). 1]
[tables, 21]
[tables,spelling 1]
[tables. 8]
[tables: 1]
[tablet 1]
[tablet, 1]
[tablet. 1]
[tablets 1]
[tablets, 2]
[tabs, 1]
[tabular 14]
[tabulate 1]
[tabulated 5]
[tabulated. 2]
[tabulates 2]
[tabulating 1]
[tabulating-card, 1]
[tabulation 1]
[tackled 1]
[tactical 2]
[tactical, 1]
[tactile 5]
[tadikamalla 1]
[tadikamalla, 2]
[tadikamalla's 1]
[tag 8]
[tag. 1]
[tagged 1]
[tagging 1]
[tagging," 1]
[tags 1]
[tailored 5]
[tailoring 1]
[tain 1]
[taining 1]
[tajibnapis, 1]
[tajiri, 1]
[takahashi, 1]
[take 27]
[taken 27]
[taken, 1]
[taken. 2]
[takes 17]
[take-up 1]
[taking 7]
[talbot, 1]
[tale 1]
[talk, 1]
[talk-a 1]
[talking 1]
[tall 1]
[tall-a 1]
[tam, 1]
[tan, 1]
[tandem 2]
[tanenbaum, 1]
[tang, 2]
[tanimoto, 1]
[tank 2]
[tannenbaum, 1]
[tantzen, 1]
[tape 56]
[tape, 6]
[tape. 1]
[tape-file 1]
[tape-oriented 1]
[tapes 14]
[tapes, 1]
[tapes. 2]
[tapesort. 1]
[tape-sorting 2]
[tape-writing 1]
[taranto, 1]
[tardiff, 1]
[target 1]
[target; 1]
[targets 1]
[tarjan, 2]
[tartar, 1]
[tashjian, 1]
[task 36]
[task, 1]
[task. 4]
[tasking, 1]
[tasks 26]
[tasks, 2]
[tasks. 7]
[tasks: 1]
[task-specific 1]
[tassel, 1]
[taught 3]
[taught-they 1]
[taulbee, 4]
[tausworthe 1]
[tausworthe, 1]
[tax 1]
[tax, 1]
[taxes 1]
[taxonomy, 1]
[taylor 11]
[taylor, 5]
[taylor's 2]
[t-canonical 1]
[tchebycheff 1]
[t-digit 7]
[t-distribution 6]
[t-distribution, 1]
[t-distribution; 1]
[te 1]
[teach 7]
[teachable 3]
[teacher 2]
[teacher/student 1]
[teacher's 1]
[teachers, 1]
[teaching 30]
[teaching, 2]
[teaching. 1]
[team 1]
[teams 1]
[teams, 1]
[teams. 1]
[technical 21]
[technique 238]
[technique, 15]
[technique. 11]
[technique; 1]
[technique? 1]
[techniquefor 1]
[techniques 191]
[techniques, 33]
[techniques,and 1]
[techniques. 26]
[techniques.the 1]
[techniques: 3]
[techniques; 3]
[technological 13]
[technologically 1]
[technologies 3]
[technologies, 1]
[technology 32]
[technology, 9]
[technology. 3]
[technology-1959 1]
[techo, 1]
[tedious 9]
[tedious, 1]
[tegration, 1]
[teichroew 1]
[teichroew, 2]
[teijelo, 1]
[telecommunications 2]
[telecommunications, 1]
[tele-cupl: 1]
[telefile 2]
[telefile-a 1]
[telegrams, 1]
[telegraph 2]
[telemetering 2]
[telephone 17]
[telephones 3]
[telephones. 2]
[teleregister 2]
[telescope 4]
[telescope1 1]
[telescope2 1]
[teletype 3]
[teletype) 1]
[teletype, 3]
[teletypewriter 3]
[television 2]
[television-like 1]
[telligence, 2]
[telling 1]
[tells 1]
[temperate 1]
[temperature 2]
[template 3]
[template, 1]
[temporary 7]
[ten 13]
[ten. 1]
[tenance 4]
[tenance, 2]
[tend 7]
[tended 3]
[tendency 3]
[tends 7]
[tenenbaum, 1]
[tenex 3]
[tenex, 2]
[ten-man 1]
[ten-meter 1]
[tennent, 1]
[tennessee. 1]
[tennison, 1]
[tens 1]
[tense, 1]
[tension 4]
[tensive. 1]
[tensor 13]
[tensor, 1]
[tensors 1]
[teorey, 1]
[teory, 1]
[ter 3]
[teractive 11]
[terconnection 1]
[terest 2]
[terest, 1]
[terested 1]
[teresting 1]
[terface, 1]
[terfaced 1]
[terference 1]
[terference, 1]
[terference. 1]
[terleaved 2]
[terleaving 1]
[terlock, 1]
[term 21]
[term, 1]
[term. 2]
[termed 6]
[termediate 1]
[terminal 39]
[terminal, 11]
[terminal. 6]
[terminal-oriented 1]
[terminals 13]
[terminals, 6]
[terminals. 6]
[terminate 3]
[terminated 1]
[terminating 2]
[termination 16]
[termination) 1]
[termination, 6]
[termination. 2]
[terminology 17]
[terminology, 1]
[terminology. 1]
[terms 102]
[term's 1]
[terms, 6]
[terms. 1]
[terms; 1]
[ternal 3]
[ternal, 1]
[ternary 4]
[terpolated 1]
[terpretation 1]
[terrain 4]
[terrain, 1]
[terreference 1]
[terrelation 1]
[terrill, 1]
[ters 3]
[tersecting 1]
[tersection 1]
[terval 1]
[terval, 1]
[tesch, 1]
[tesler, 1]
[test 102]
[test, 4]
[test. 1]
[tested 24]
[tested, 3]
[tested. 3]
[test-editing 1]
[tester 1]
[tester, 1]
[tester-incorporates 1]
[testing 39]
[testing, 10]
[testing. 3]
[tests 33]
[tests, 4]
[tests. 1]
[testsshow 1]
[tetragamma 1]
[text 78]
[text, 11]
[text. 9]
[text; 1]
[text-based 1]
[textbook 4]
[text-editing, 1]
[text-image 1]
[text-interspersed 1]
[text-processing 1]
[texts 1]
[texts, 1]
[texts. 2]
[textual 2]
[texture 5]
[textured 1]
[textures 1]
[th 1]
[thacher 40]
[thacher, 1]
[than 218]
[than, 1]
[that 1069]
[that, 23]
[that: 1]
[the 10987]
[theft, 1]
[their 180]
[them 31]
[them) 1]
[them, 10]
[them. 18]
[them; 1]
[them? 1]
[thematic 1]
[theme 2]
[themselves 6]
[themselves. 1]
[then 136]
[then, 1]
[then-point 1]
[theorem 24]
[theorem, 4]
[theorem-prover 3]
[theorem-provers 1]
[theorem-providing, 1]
[theorem-proving 7]
[theorem-proving, 3]
[theorems 18]
[theoretic 1]
[theoretical 37]
[theoretical. 1]
[theoretically 6]
[theories 4]
[theories, 1]
[theories. 1]
[theorized 1]
[theory 66]
[theory* 1]
[theory, 45]
[theory. 11]
[theory: 1]
[theory-the 1]
[there 92]
[thereby 9]
[therefore 19]
[therefore, 4]
[thermal 3]
[thermal-relaxation 1]
[thesaurus 2]
[these 401]
[these, 2]
[these. 1]
[thesize 1]
[thesizes 1]
[they 101]
[thin 4]
[things 14]
[things, 1]
[think 4]
[thinned 1]
[thinning 3]
[third 17]
[third- 1]
[third, 2]
[third-generation-like 1]
[third-order 1]
[thirteen 1]
[this 1156]
[this, 4]
[this,dependence 1]
[this. 1]
[thomas 4]
[thomas, 1]
[thompson, 9]
[thornton, 2]
[thoro, 3]
[thorough 1]
[thoroughly 4]
[those 89]
[thoth 3]
[thoth, 1]
[though 17]
[thought 6]
[thoughts 3]
[thousand 1]
[thousands 2]
[thrashing, 2]
[threaded 10]
[threading 1]
[three 99]
[three-digit 1]
[three-dimensional 31]
[three-dimensional, 2]
[three-fourths 1]
[three-part 1]
[three-pass 2]
[three-point 1]
[three-space 1]
[three-term 5]
[three-way 1]
[through 97]
[through/inspection 1]
[throughout 7]
[throughout. 1]
[throughput 6]
[throughput, 3]
[thruput 2]
[thruput, 1]
[thrust 1]
[thumb 2]
[thunks 1]
[thurnau, 1]
[thus 45]
[thus, 7]
[tied 2]
[tiernan, 1]
[ties 1]
[tight 2]
[tiler 1]
[tiles, 1]
[tiling 1]
[time 371]
[time- 1]
[time" 2]
[time) 1]
[time), 1]
[time). 2]
[time, 58]
[time. 82]
[time." 1]
[time.(2) 1]
[time.an 1]
[time.to 1]
[time/space 2]
[time; 4]
[time? 2]
[time-average 1]
[time-consuming 6]
[time-dependent 2]
[time-flow 1]
[time-formulas 1]
[time-formulas. 1]
[time-independent 1]
[time-invariant 2]
[time-lag 4]
[time-lags 1]
[timeliness 1]
[timely 1]
[time-memory-product 1]
[time-motion 1]
[time-of-day 1]
[time-oriented 1]
[time-quantized 1]
[timers. 1]
[times 47]
[times, 4]
[times. 5]
[time-sequence 1]
[time-series 2]
[timeshared 1]
[time-shared 17]
[time-shared). 1]
[time-shared, 2]
[timesharing 3]
[time-sharing 79]
[timesharing, 1]
[time-sharing, 27]
[time-slice 1]
[timetable 14]
[timetable, 2]
[timetables 5]
[timetables* 1]
[timetables, 2]
[timetabling 2]
[time-tabling 1]
[time-varying 2]
[timing 14]
[timing, 2]
[timings 1]
[timings. 1]
[tindall, 1]
[tinney, 1]
[tintner 1]
[title 3]
[title, 1]
[titled 1]
[tl 2]
[tlc 2]
[tlc. 1]
[tlc's 1]
[tlc's, 1]
[tmg. 1]
[tn(x) 1]
[to 3731]
[to, 4]
[to: 1]
[to-address 1]
[tobey, 3]
[tobey's 1]
[today 3]
[today, 1]
[today. 3]
[today's 6]
[todd, 2]
[toddler" 1]
[tode 1]
[todetect 1]
[toeplitz 1]
[together 32]
[together, 3]
[together. 1]
[togethers 1]
[togram 5]
[tokura, 1]
[tolerable 1]
[tolerance 3]
[tolerance, 1]
[tolerances 1]
[tolerances. 1]
[tolerate 1]
[toll, 1]
[tolman, 1]
[tomlin, 1]
[tomlinson, 1]
[tomography, 1]
[tompkins, 1]
[tompkins-paige 1]
[tone 3]
[tones." 1]
[tonge, 3]
[too 7]
[too. 1]
[tool 16]
[tool* 1]
[tool. 1]
[toole, 1]
[tools 15]
[tools) 1]
[tools, 2]
[tools. 1]
[top 5]
[top, 1]
[top-down 9]
[top-down, 1]
[topic 4]
[topical 1]
[topics 11]
[topics, 1]
[topics. 2]
[topological 19]
[topologically 3]
[topologies 2]
[topologies, 1]
[topology 6]
[topology, 3]
[topology. 1]
[topt 2]
[top-to-bottom 4]
[torical 3]
[tornheim, 1]
[toroidal 1]
[toronto 1]
[torts 1]
[torts, 1]
[tory 4]
[tory, 1]
[total 53]
[total/partial 1]
[totaled 1]
[totally 5]
[toth, 1]
[totype 1]
[touched 1]
[touching 1]
[tour 2]
[tournament 1]
[tournament, 1]
[tournaments, 1]
[tours 1]
[toward 34]
[towards 7]
[towsley, 1]
[t-quantiles 1]
[trac 7]
[trac, 1]
[trace 10]
[traceable 1]
[traced 4]
[trace-driven 5]
[tracer 1]
[tracers 1]
[traces 1]
[tracing 5]
[tracing, 2]
[track 6]
[track, 1]
[track-200 1]
[tracker 4]
[tracking 3]
[tracks 4]
[tracks, 1]
[tractable 2]
[tractable. 1]
[trade 2]
[trademark 1]
[tradeoff 3]
[trade-off 4]
[tradeoff, 2]
[tradeoffs 5]
[trade-offs 2]
[tradeoffs, 1]
[trade-offs, 1]
[traditional 13]
[traditionally 1]
[traditionally, 1]
[traditions, 1]
[traffic 22]
[traiger, 2]
[trailers, 1]
[trailing 1]
[train 1]
[trained 2]
[trainee 1]
[training 14]
[training, 2]
[training. 1]
[trajectories 2]
[trajectories. 1]
[trajectory 2]
[tranemark, 1]
[transaction 12]
[transaction, 1]
[transaction. 1]
[transaction-oriented 1]
[transactions 3]
[transactions. 3]
[transactions: 1]
[transcendental 11]
[transcript 1]
[transcription 2]
[transcription, 1]
[transducer, 1]
[transduction 2]
[transfer 27]
[transfer" 1]
[transfer, 2]
[transfer-of-control, 1]
[transferred 6]
[transferred, 1]
[transferring 2]
[transfers 4]
[transfers, 1]
[transform 30]
[transform, 18]
[transformation 42]
[transformation" 1]
[transformation, 35]
[transformation," 1]
[transformation. 1]
[transformational 18]
[transformations 27]
[transformations, 13]
[transformations. 3]
[transformations; 2]
[transformed 9]
[transformed. 1]
[transformer 1]
[transforming 6]
[transforms 11]
[transforms, 4]
[transforms. 1]
[transient 4]
[transient-free 4]
[transistors 1]
[transition 26]
[transition-diagram 1]
[transitions 5]
[transitions, 1]
[transitive 6]
[transitivity 2]
[transitivity, 1]
[translatable 1]
[translate 7]
[translated 9]
[translates 4]
[translating 7]
[translation 56]
[translation, 11]
[translation. 1]
[translations 5]
[translator 37]
[translator, 9]
[translator. 2]
[translator-compiler 1]
[translators 4]
[translators, 1]
[transliteration 1]
[transmission 24]
[transmission* 2]
[transmission, 6]
[transmission. 1]
[transmission/data 1]
[transmit 8]
[transmitted 4]
[transmitted. 1]
[transmitting 6]
[transparency 3]
[transparency. 1]
[transparent-mode 2]
[transplanted 1]
[transport 3]
[transport; 1]
[transportation 8]
[transpose 6]
[transpose. 1]
[transposition 9]
[transposition, 3]
[transposition. 1]
[transput, 1]
[trap 2]
[trapezoid 7]
[trapezoidal 7]
[trapping 1]
[traps 1]
[trating 1]
[traub, 8]
[traveling 4]
[traversal 6]
[traversal, 2]
[traversal. 1]
[traversing 1]
[trdiag 1]
[treasure 1]
[treat 2]
[treated 7]
[treated, 1]
[treated. 2]
[treating 8]
[treatment 11]
[treatment, 1]
[treats 6]
[tree 118]
[tree). 1]
[tree, 25]
[tree. 15]
[tree-balancing 1]
[tree-like 2]
[tree-organized 2]
[tree-pass 1]
[trees 69]
[trees) 1]
[trees, 45]
[trees,one-sided 1]
[trees. 7]
[trees: 1]
[tree-searching 2]
[treesort 6]
[treesort1 1]
[treesort2 1]
[treesort3,utility 1]
[tree-structure 1]
[tree-structured 2]
[tremendous 2]
[trend 4]
[trends 6]
[triad, 1]
[triad. 1]
[trial 9]
[trial. 1]
[trials 2]
[trials, 1]
[triangle 1]
[triangles. 1]
[triangular 11]
[triangulation 1]
[trib 1]
[trib. 1]
[trick 1]
[tricks 1]
[tridiagonal 21]
[tri-diagonal 1]
[tridiagonal, 1]
[tridiagonalization 1]
[tridiagonalized 1]
[tridiagonalizing 1]
[trie 4]
[trie, 3]
[tried 3]
[tried, 1]
[tries 1]
[triga 1]
[trigamma 1]
[trigger 1]
[triggered 1]
[trigonometric 3]
[trigonometric, 2]
[trilling, 1]
[trimble, 1]
[trimming 1]
[trinities 1]
[trinomials 1]
[trip 5]
[triphase 1]
[triple 1]
[triple" 1]
[triple-precision 2]
[tritter, 2]
[trivial 4]
[trivial. 1]
[troduce 1]
[troduced 4]
[troduced, 1]
[troduced. 1]
[troduces 2]
[troducing 2]
[troduction 2]
[troduction, 1]
[troduction," 1]
[troductory 1]
[trotter, 1]
[trouble 3]
[trouble, 1]
[troubles 2]
[troublesome 1]
[true 12]
[true: 1]
[truly 4]
[truncate 1]
[truncated 3]
[truncated. 1]
[truncation 16]
[truncations 1]
[trust 1]
[trust, 1]
[truth 1]
[truth-function 1]
[truth-values. 1]
[try 1]
[trying 1]
[ts 12]
[ts, 5]
[ts. 2]
[tsao, 2]
[tsar. 1]
[t-statistic, 4]
[tsur, 1]
[t-test 2]
[t-test, 3]
[tube 4]
[tube, 1]
[tubes. 1]
[tucker, 3]
[tuitous 1]
[tukey 1]
[tukey's 1]
[tune. 1]
[tuning 1]
[tuong, 1]
[turing 11]
[turing, 1]
[turini, 1]
[turkey. 1]
[turn 6]
[turn, 1]
[turnaround 10]
[turnaround, 2]
[turned 2]
[turner, 3]
[turning 2]
[turning. 1]
[turnover 2]
[turns 6]
[turski, 1]
[tutor 1]
[tutorial 14]
[tutorial) 3]
[tutoring 1]
[tv 6]
[twelve 1]
[twelve-key 1]
[twelve-row 3]
[twenty-eight 1]
[twenty-two 1]
[twice 8]
[twice, 1]
[twin 1]
[twins 1]
[two 290]
[two- 1]
[two, 5]
[two. 5]
[two: 1]
[two_fold: 1]
[two-class 1]
[two-dimensional 16]
[two-dimensional, 2]
[two-disk 1]
[twofold 1]
[two-fold 1]
[twofold. 2]
[two-layer 1]
[two-level 9]
[two-part 1]
[two-pass 1]
[two-person, 1]
[two-point 10]
[two-policy 1]
[two-precision 1]
[two's 7]
[two's-complement 1]
[two's-complement, 1]
[two-sided 1]
[two-thirds 1]
[two-to-one 1]
[two-way 2]
[tx-2 3]
[ty 1]
[type 76]
[type, 12]
[type. 7]
[typed 5]
[typeless 2]
[types 69]
[types, 22]
[types. 10]
[typeset 2]
[typesetting 7]
[typesetting, 3]
[typesetting. 1]
[type-tagging 1]
[type-wise 2]
[typewriter 10]
[typewriter. 1]
[typewriter; 1]
[typical 28]
[typically 4]
[typically, 2]
[typified 1]
[typing 5]
[typists) 1]
[typographic 1]
[typographical 1]
[u(i) 2]
[u'(t) 1]
[u(t)-u(xx)=g(u) 1]
[-u(t-1-k*sin(wt))+sin(at). 1]
[u(xx)+u(yy)=exp(u) 1]
[u, 1]
[u. 9]
[u.s. 9]
[u.w. 1]
[u[ai, 1]
[ubiquitous 1]
[ucla 2]
[ullman, 4]
[ulrich, 2]
[ultimate 3]
[ultimately 3]
[ultraviolet 1]
[unable 2]
[unaffected 1]
[unambiguity 1]
[unambiguous 5]
[unambiguous, 1]
[unanticipated 1]
[unary 1]
[unary. 1]
[unassigned 1]
[unauthorized 1]
[unavailability 1]
[unavailable 2]
[unbalanced 1]
[unbiased 2]
[unbounded 3]
[unbuffered 1]
[uncertain 1]
[uncertainly 1]
[uncertainty. 1]
[unchanged 1]
[uncharged 1]
[uncircumventably 1]
[uncl, 1]
[uncol 1]
[uncompiled 1]
[uncondensed 2]
[unconditional 1]
[unconditionally 1]
[unconstraining. 1]
[unconventional 6]
[uncovered 1]
[under 105]
[underflow, 1]
[undergoing 1]
[undergone 1]
[undergraduate 23]
[under-graduate 2]
[undergraduates 1]
[underlie 1]
[underline 1]
[underlying 19]
[underscores 1]
[understand 6]
[understand, 2]
[understand. 2]
[understandable 1]
[understandably 1]
[understander 1]
[understanding 22]
[understanding, 3]
[understood 5]
[undertaken 3]
[undertaken. 1]
[underuse 1]
[underwhich 1]
[undetected 1]
[undirected 8]
[undue 2]
[undulation 1]
[unduplicated 1]
[unearthing 1]
[unemployment, 1]
[unequal 2]
[unequally 1]
[unethical 1]
[unexamined 1]
[unexpected 1]
[unfair, 1]
[unfamiliar 3]
[unfavorable 1]
[unfeasible 1]
[unfolded, 1]
[unformatted 2]
[unfortunately, 4]
[unfounded, 1]
[unger, 3]
[ungrammatical 1]
[unidentified 1]
[unidirectional; 1]
[unified 6]
[unifies 2]
[uniform 35]
[uniformity 1]
[uniformly 8]
[unifying 4]
[unimodal 2]
[unimpeded 1]
[unimplemented 1]
[uninitiated, 1]
[uninterruptable, 1]
[union 7]
[union, 4]
[unions, 2]
[uniprocessor 1]
[unique 15]
[uniquely 3]
[uniqueness 1]
[uniqueness, 1]
[unit 22]
[unit, 3]
[unit. 3]
[unitary 5]
[united 13]
[uniting. 1]
[units 14]
[units, 5]
[units. 2]
[unity 1]
[unity, 1]
[univac 9]
[univac-1108 1]
[univac-1108. 1]
[univac's 1]
[univariate 2]
[universal 4]
[universally 1]
[universities 15]
[universities" 1]
[universities, 7]
[universities-iii 1]
[universities-iv 1]
[university 55]
[university. 4]
[university-government 1]
[university's 1]
[university-student 1]
[unix 3]
[unknown 8]
[unknown) 1]
[unknown. 1]
[unknowns 1]
[unknowns. 1]
[unless 2]
[unlike 7]
[unlikely 1]
[unlikely. 1]
[unnecessarily 4]
[unnecessary 6]
[unnecessary, 1]
[unobvious 1]
[unordered 1]
[unorthodox 1]
[unpacked 1]
[unprofitable 1]
[unpublished 1]
[unquestionably 1]
[unreachable 1]
[unrealistic, 1]
[unrecorded 1]
[unrelated 1]
[unreliability 1]
[unreliable 4]
[unreliable, 1]
[unrestricted 6]
[unrestrictive. 1]
[unsanitized 1]
[unsatisfactory 2]
[unsatisfactory, 1]
[unseen 1]
[unsigned 3]
[unsolvability 1]
[unsolved, 1]
[unsophisticated 2]
[unsorted 1]
[unspecified, 1]
[unstable 5]
[unstable, 1]
[unstructured 1]
[unsuccessful 2]
[unsupervised 1]
[untenable 1]
[until 9]
[untold 1]
[unused 1]
[unusual 8]
[unwanted 2]
[unwelcome 1]
[up 53]
[up. 1]
[update 10]
[update, 2]
[update. 1]
[updated 3]
[updated. 1]
[updates 1]
[updates, 1]
[updates. 1]
[updating 21]
[uplifts-university 1]
[upon 55]
[upon, 1]
[upon. 1]
[upper 21]
[up-to-date 2]
[ural, 1]
[ural-2 1]
[urban 10]
[urgency 1]
[urgency, 1]
[urgent 1]
[urges 1]
[urin 2]
[us 7]
[usa 16]
[usaai 1]
[usability 1]
[usable 3]
[usage 31]
[usage, 8]
[usage. 8]
[usages 1]
[usascsocr 1]
[usasi 1]
[use 407]
[use, 12]
[use. 15]
[usec-per-word 1]
[used 377]
[used" 1]
[used) 1]
[used). 1]
[used, 16]
[used. 21]
[used: 1]
[used-is 1]
[used-most 1]
[useful 70]
[useful. 1]
[usefully 2]
[usefulness 11]
[usefulness, 1]
[usefulness. 1]
[uselton, 1]
[user 127]
[user, 7]
[user. 13]
[user/manager 4]
[user/programmer 1]
[user; 1]
[user-coined 1]
[user-computer 1]
[user-controlled 2]
[user-database 2]
[user-established 1]
[user-oriented 8]
[users 57]
[users' 4]
[user's 17]
[users, 7]
[users,and 1]
[users. 11]
[users-primarily 1]
[users-the 1]
[user-written 1]
[uses 77]
[uses, 1]
[using 325]
[usual 19]
[usual) 1]
[usually 33]
[usually, 2]
[utah 1]
[utilities 1]
[utilities, 2]
[utilities. 1]
[utility 28]
[utility, 5]
[utility. 2]
[utilization 27]
[utilization, 13]
[utilization,occupational 1]
[utilization. 1]
[utilize 6]
[utilized 11]
[utilized. 2]
[utilizers 4]
[utilizes 5]
[utilizes. 1]
[utilizing 9]
[utman, 1]
[utmost 2]
[utterance. 2]
[utterances 1]
[utterances; 1]
[v 8]
[v. 86]
[v.t. 1]
[vacca, 1]
[vacuum 1]
[vague 1]
[vaillancourt, 1]
[valid 10]
[valid. 1]
[validated 1]
[validating 1]
[validation 5]
[validation, 2]
[validation: 1]
[validity 8]
[valuable 12]
[valuation 1]
[value 90]
[value, 6]
[value. 2]
[valued 3]
[values 88]
[values, 17]
[values. 18]
[values-a 1]
[valve 1]
[van 17]
[vande 2]
[vanderbrug, 1]
[vanderburgh, 1]
[vandergraft, 2]
[vandoni, 1]
[vanhorn, 1]
[vanish 1]
[vanishes. 1]
[vanishingly 1]
[varah, 1]
[variability 2]
[variable 67]
[variable, 2]
[variable. 2]
[variable-field 1]
[variable-length 11]
[variable-precision 5]
[variable-precision, 1]
[variables 84]
